module	monet_type	experiment_info	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	rank	P	N	tp	fp	fn	tn	tot_pop_valid	mcc	row_rank_p	row_rank_mcc	top_go	top_kegg	top_reac	goslim_pir	genes
93	R1	e019_R1	TRUE	3.7503527356072867e-7	16	3	3	1	0.1875	GO:0080009	GO:BP	mRNA methylation	16324	18762	NA	0	0.07692307692307693	1	16	16308	3	0	13	16308	16324	0.4328402159383365	1	1	GO:0080009	-	-	GO:0006396;GO:0043412	-
94	R1	e019_R1	TRUE	3.2169059940979296e-33	39	39	17	0.4358974358974359	0.4358974358974359	GO:0000387	GO:BP	spliceosomal snRNP assembly	16324	119	NA	0	0.0303030303030303	1	39	16285	17	22	22	16263	16324	0.434546499452855	1	1	GO:0000387	-	-	GO:0000375;GO:0065003	-
94	R1	e019_R1	TRUE	1.0167212487406532e-26	51	36	16	0.4444444444444444	0.3137254901960784	REAC:R-HSA-191859	REAC	snRNP Assembly	10790	2595	NA	0.09375	0.18181818181818185	5	51	10739	16	20	35	10719	10790	0.3709323930567328	1	1	-	-	REAC:R-HSA-191859	GO:0000375;GO:0065003	-
95	R1	e019_R1	TRUE	1.0730347089911549e-8	70	13	6	0.4615384615384616	0.08571428571428572	GO:0007260	GO:BP	tyrosine phosphorylation of STAT protein	16324	2859	NA	0	0.02	1	70	16254	6	7	64	16247	16324	0.1975526304627208	1	1	GO:0007260	-	-	GO:0036211;GO:0006793;GO:0032502;GO:0050789;GO:0050896	-
95	R1	e019_R1	TRUE	3.202545453455757e-8	9	12	4	0.3333333333333333	0.4444444444444444	REAC:R-HSA-2586552	REAC	Signaling by Leptin	10790	2141	NA	0.04081632653061224	0.06	3	9	10781	4	8	5	10773	10790	0.38431102292627906	1	1	-	-	REAC:R-HSA-2586552	GO:0036211;GO:0006793;GO:0032502;GO:0050789;GO:0050896	-
95	R1	e019_R1	TRUE	9.28668485097037e-7	69	11	5	0.4545454545454546	0.07246376811594203	KEGG:04920	KEGG	Adipocytokine signaling pathway	8161	370	NA	0.1020408163265306	0.12	6	69	8092	5	6	64	8086	8161	0.17899113158144203	2	1	-	KEGG:04920	-	GO:0036211;GO:0006793;GO:0032502;GO:0050789;GO:0050896	-
96	R1	e019_R1	TRUE	9.3227675801503e-27	144	25	18	0.72	0.125	REAC:R-HSA-8856828	REAC	Clathrin-mediated endocytosis	10790	357	NA	0	0.04347826086956521	1	144	10646	18	7	126	10639	10790	0.29676792958202913	1	1	-	-	REAC:R-HSA-8856828	GO:0016192	-
96	R1	e019_R1	TRUE	2.6484934583284128e-12	41	27	8	0.2962962962962963	0.1951219512195122	GO:0072583	GO:BP	clathrin-dependent endocytosis	16324	18429	NA	0.13636363636363635	0.17391304347826086	4	41	16283	8	19	33	16264	16324	0.2389046519832627	2	1	GO:0072583	-	-	GO:0016192	-
97	R1	e019_R1	TRUE	6.8789962448273875e-18	109	31	13	0.41935483870967744	0.11926605504587157	GO:0007219	GO:BP	Notch signaling pathway	16324	2840	NA	0	0.01515151515151515	1	109	16215	13	18	96	16197	16324	0.22102735483292352	1	1	GO:0007219	-	-	GO:0050789;GO:0048771;GO:0007154	-
97	R1	e019_R1	TRUE	7.669324159782252e-17	21	27	9	0.3333333333333333	0.42857142857142855	REAC:R-HSA-4641263	REAC	Regulation of FZD by ubiquitination	10790	1875	NA	0.01538461538461538	0.0303030303030303	2	21	10769	9	18	12	10751	10790	0.3765953055341115	1	1	-	-	REAC:R-HSA-4641263	GO:0050789;GO:0048771;GO:0007154	-
97	R1	e019_R1	TRUE	1.6707088099677393e-14	58	24	10	0.4166666666666667	0.1724137931034483	KEGG:04330	KEGG	Notch signaling pathway	8161	295	NA	0.03076923076923077	0.04545454545454545	3	58	8103	10	14	48	8089	8161	0.2647872900289961	1	1	-	KEGG:04330	-	GO:0050789;GO:0048771;GO:0007154	-
98	R1	e019_R1	TRUE	1.1830857863381263e-34	30	23	16	0.6956521739130435	0.5333333333333333	KEGG:00020	KEGG	Citrate cycle (TCA cycle)	8161	3	NA	0	0.0144927536231884	1	30	8131	16	7	14	8124	8161	0.607864769985449	1	1	-	KEGG:00020	-	GO:0006082;GO:0045333;GO:0006790;GO:0043603;GO:0009117	-
98	R1	e019_R1	TRUE	3.847905160227273e-34	54	22	17	0.7727272727272727	0.3148148148148148	REAC:R-HSA-71406	REAC	Pyruvate metabolism and Citric Acid (TCA) cycle	10790	1740	NA	0.01470588235294117	0.02898550724637681	2	54	10736	17	5	37	10731	10790	0.4917580497004078	1	2	-	-	REAC:R-HSA-71406	GO:0006082;GO:0045333;GO:0006790;GO:0043603;GO:0009117	-
98	R1	e019_R1	TRUE	2.2245961033244663e-29	25	24	13	0.5416666666666666	0.52	GO:0006099	GO:BP	tricarboxylic acid cycle	16324	2003	NA	0.02941176470588235	0.04347826086956521	3	25	16299	13	11	12	16288	16324	0.5300177139316282	1	1	GO:0006099	-	-	GO:0006082;GO:0045333;GO:0006790;GO:0043603;GO:0009117	-
99	R1	e019_R1	TRUE	3.4216329976431954e-20	51	22	12	0.5454545454545454	0.2352941176470588	KEGG:04979	KEGG	Cholesterol metabolism	8161	403	NA	0	0.01098901098901099	1	51	8110	12	10	39	8100	8161	0.35573601875428024	1	1	-	KEGG:04979	-	GO:0006869;GO:0044255;GO:0016043;GO:0050789;GO:0032501	-
99	R1	e019_R1	TRUE	3.0612729933906508e-15	36	27	9	0.3333333333333333	0.25	GO:0034381	GO:BP	plasma lipoprotein particle clearance	16324	9055	NA	0.01111111111111111	0.02197802197802198	2	36	16288	9	18	27	16270	16324	0.2873196968632666	1	1	GO:0034381	-	-	GO:0006869;GO:0044255;GO:0016043;GO:0050789;GO:0032501	-
99	R1	e019_R1	TRUE	8.263018528352785e-14	71	25	10	0.4	0.14084507042253522	REAC:R-HSA-174824	REAC	Plasma lipoprotein assembly, remodeling, and clearance	10790	1666	NA	0.03333333333333333	0.04395604395604396	4	71	10719	10	15	61	10704	10790	0.2344954238966754	1	3	-	-	REAC:R-HSA-174824	GO:0006869;GO:0044255;GO:0016043;GO:0050789;GO:0032501	-
100	R1	e019_R1	TRUE	4.468785212503029e-44	81	21	21	1	0.25925925925925924	REAC:R-HSA-380287	REAC	Centrosome maturation	10790	327	NA	0	0.06451612903225806	1.5	81	10709	21	0	60	10709	10790	0.5077546492763712	1	1	-	-	REAC:R-HSA-380287	GO:0022607;GO:0007059;GO:0006996	-
100	R1	e019_R1	TRUE	1.7988169905261914e-26	174	19	16	0.8421052631578947	0.09195402298850576	GO:0007051	GO:BP	spindle organization	16324	2709	NA	0.23333333333333336	0.25806451612903225	8	174	16150	16	3	158	16147	16324	0.2763861038722938	1	1	GO:0007051	-	-	GO:0022607;GO:0007059;GO:0006996	-
101	R1	e019_R1	TRUE	6.827323665727093e-13	18	5	5	1	0.2777777777777778	GO:0070525	GO:BP	tRNA threonylcarbamoyladenosine metabolic process	16324	17096	NA	0	0.125	1	18	16306	5	0	13	16306	16324	0.5268363077423696	1	1	GO:0070525	-	-	GO:0006396;GO:0043412	-
101	R1	e019_R1	TRUE	2.9219947161014736e-8	41	4	4	1	0.0975609756097561	REAC:R-HSA-6782315	REAC	tRNA modification in the nucleus and cytosol	10790	2601	NA	0.14285714285714285	0.25	2	41	10749	4	0	37	10749	10790	0.31181132933541106	1	1	-	-	REAC:R-HSA-6782315	GO:0006396;GO:0043412	-
102	R1	e019_R1	TRUE	2.922849550346544e-4	128	3	3	1	0.0234375	REAC:R-HSA-6809371	REAC	Formation of the cornified envelope	10790	919	NA	0	0.3333333333333333	1	128	10662	3	0	125	10662	10790	0.15220350101048255	1	1	-	-	REAC:R-HSA-6809371	NA	-
103	R1	e019_R1	TRUE	1.8585517581919639e-10	268	14	9	0.6428571428571429	0.0335820895522388	GO:0006887	GO:BP	exocytosis	16324	2599	NA	0	0.04761904761904761	1	268	16056	9	5	259	16051	16324	0.14442977974666962	1	1	GO:0006887	-	-	GO:0050789;GO:0046903;GO:0016192	-
104	R1	e019_R1	TRUE	3.058462557262793e-56	145	37	31	0.8378378378378378	0.21379310344827587	GO:0006261	GO:BP	DNA-templated DNA replication	16324	2123	NA	0	0.01515151515151515	1	145	16179	31	6	114	16173	16324	0.4210931020800052	1	3	GO:0006261	-	-	GO:0032392;GO:0050789;GO:0006260;GO:0006281	-
104	R1	e019_R1	TRUE	2.0042091962694416e-53	33	26	22	0.8461538461538461	0.6666666666666666	REAC:R-HSA-68962	REAC	Activation of the pre-replicative complex	10790	103	NA	0.01538461538461538	0.0303030303030303	2	33	10757	22	4	11	10753	10790	0.7504045693873251	1	1	-	-	REAC:R-HSA-68962	GO:0032392;GO:0050789;GO:0006260;GO:0006281	-
104	R1	e019_R1	TRUE	5.831972687375888e-28	157	20	18	0.9	0.11464968152866242	KEGG:04110	KEGG	Cell cycle	8161	259	NA	0.2	0.21212121212121213	14	157	8004	18	2	139	8002	8161	0.31781528530007247	1	1	-	KEGG:04110	-	GO:0032392;GO:0050789;GO:0006260;GO:0006281	-
105	R1	e019_R1	TRUE	1.9372156863286907e-54	108	35	31	0.8857142857142857	0.28703703703703703	KEGG:03013	KEGG	Nucleocytoplasmic transport	8161	209	NA	0	0.00980392156862745	1	108	8053	31	4	77	8049	8161	0.5010765163541097	1	1	-	KEGG:03013	-	GO:0015931;GO:0051641;GO:0006997	-
105	R1	e019_R1	TRUE	1.8388643111037305e-50	262	40	33	0.825	0.12595419847328243	GO:0051169	GO:BP	nuclear transport	16324	14314	NA	0.0099009900990099	0.02941176470588235	2.5	262	16062	33	7	229	16055	16324	0.3190415630891936	1	1	GO:0051169	-	-	GO:0015931;GO:0051641;GO:0006997	-
105	R1	e019_R1	TRUE	5.697567625694826e-50	28	30	21	0.7	0.75	REAC:R-HSA-5619107	REAC	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	10790	663	NA	0.0297029702970297	0.04901960784313725	4.5	28	10762	21	9	7	10753	10790	0.7238281790455197	1	1	-	-	REAC:R-HSA-5619107	GO:0015931;GO:0051641;GO:0006997	-
106	R1	e019_R1	TRUE	1.3797546905016195e-11	65	18	8	0.4444444444444444	0.12307692307692308	REAC:R-HSA-5334118	REAC	DNA methylation	10790	426	NA	0	0.01724137931034482	1	65	10725	8	10	57	10715	10790	0.23160338291659607	1	1	-	-	REAC:R-HSA-5334118	GO:0065003;GO:0006304	-
106	R1	e019_R1	TRUE	2.278372151141505e-6	130	14	6	0.42857142857142855	0.04615384615384615	KEGG:05322	KEGG	Systemic lupus erythematosus	8161	477	NA	0.10526315789473684	0.1206896551724138	7	130	8031	6	8	124	8023	8161	0.136623525145506	1	1	-	KEGG:05322	-	GO:0065003;GO:0006304	-
106	R1	e019_R1	TRUE	1.1893399977945698e-5	47	25	5	0.2	0.10638297872340426	GO:0006306	GO:BP	DNA methylation	16324	2158	NA	0.21052631578947367	0.2413793103448276	13.5	47	16277	5	20	42	16257	16324	0.14408290664230922	4	1	GO:0006306	-	-	GO:0065003;GO:0006304	-
107	R1	e019_R1	TRUE	6.672881496846604e-19	610	30	20	0.6666666666666666	0.03278688524590164	GO:0016567	GO:BP	protein ubiquitination	16324	5381	NA	0	0.05263157894736842	1	610	15714	20	10	590	15704	16324	0.1423710459214014	1	1	GO:0016567	-	-	GO:0036211;GO:0006508;GO:0009057	-
107	R1	e019_R1	TRUE	4.6255881654031214e-18	239	22	15	0.6818181818181818	0.06276150627615062	REAC:R-HSA-8951664	REAC	Neddylation	10790	1474	NA	0.05555555555555555	0.10526315789473684	2	239	10551	15	7	224	10544	10790	0.2026025677028141	1	1	-	-	REAC:R-HSA-8951664	GO:0036211;GO:0006508;GO:0009057	-
108	R1	e019_R1	TRUE	3.4247862185350303e-9	4	3	3	1	0.75	REAC:R-HSA-204626	REAC	Hypusine synthesis from eIF5A-lysine	10790	1081	NA	0	0.5	1	4	10786	3	0	1	10786	10790	0.8659852607661871	1	1	-	-	REAC:R-HSA-204626	NA	-
109	R1	e019_R1	TRUE	3.8840904054960975e-9	93	17	7	0.4117647058823529	0.07526881720430108	GO:0006497	GO:BP	protein lipidation	16324	2278	NA	0	0.03448275862068965	1	93	16231	7	10	86	16221	16324	0.17420002284847275	1	2	GO:0006497	-	-	GO:0036211;GO:0009059;GO:0006914	-
109	R1	e019_R1	TRUE	4.6898785024448815e-8	32	13	5	0.38461538461538464	0.15625	KEGG:04136	KEGG	Autophagy - other	8161	268	NA	0.17857142857142858	0.20689655172413793	6	32	8129	5	8	27	8121	8161	0.24331694963787012	2	1	-	KEGG:04136	-	GO:0036211;GO:0009059;GO:0006914	-
110	R1	e019_R1	TRUE	1.9172170777498172e-30	34	26	15	0.5769230769230769	0.4411764705882353	REAC:R-HSA-5693568	REAC	Resolution of D-loop Structures through Holliday Junction Intermediates	10790	1960	NA	0.01111111111111111	0.02197802197802198	2	34	10756	15	11	19	10745	10790	0.5031480317851571	1	1	-	-	REAC:R-HSA-5693568	GO:0000003;GO:0000280;GO:0007049;GO:0006281	-
110	R1	e019_R1	TRUE	1.4146862971218027e-21	55	33	13	0.3939393939393939	0.23636363636363636	GO:0007131	GO:BP	reciprocal meiotic recombination	16324	2765	NA	0.1111111111111111	0.13186813186813187	11.5	55	16269	13	20	42	16249	16324	0.30335204493340717	7	1	GO:0007131	-	-	GO:0000003;GO:0000280;GO:0007049;GO:0006281	-
110	R1	e019_R1	TRUE	7.180453908981118e-21	41	24	12	0.5	0.2926829268292683	KEGG:03440	KEGG	Homologous recombination	8161	235	NA	0.14444444444444443	0.15384615384615383	14	41	8120	12	12	29	8108	8161	0.38021665112597786	2	1	-	KEGG:03440	-	GO:0000003;GO:0000280;GO:0007049;GO:0006281	-
111	R1	e019_R1	TRUE	9.240008103222376e-57	26	43	24	0.5581395348837209	0.9230769230769232	REAC:R-HSA-77387	REAC	Insulin receptor recycling	10790	1150	NA	0.00952380952380952	0.01886792452830188	2	26	10764	24	19	2	10745	10790	0.716972156841274	1	1	-	-	REAC:R-HSA-77387	GO:1902600;GO:0009117;GO:0065007	-
111	R1	e019_R1	TRUE	2.320761355426706e-44	27	41	21	0.5121951219512195	0.7777777777777778	KEGG:04966	KEGG	Collecting duct acid secretion	8161	393	NA	0.0380952380952381	0.04716981132075472	5	27	8134	21	20	6	8114	8161	0.6297155667298026	2	1	-	KEGG:04966	-	GO:1902600;GO:0009117;GO:0065007	-
111	R1	e019_R1	TRUE	1.3229437698582576e-39	30	48	19	0.3958333333333333	0.6333333333333333	GO:0007035	GO:BP	vacuolar acidification	16324	2699	NA	0.08571428571428572	0.09433962264150944	10	30	16294	19	29	11	16265	16324	0.4995629204908321	1	1	GO:0007035	-	-	GO:1902600;GO:0009117;GO:0065007	-
112	R1	e019_R1	TRUE	1.0231439325788769e-7	49	11	5	0.4545454545454546	0.1020408163265306	GO:0031146	GO:BP	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	16324	7448	NA	0	0.04347826086956521	1	49	16275	5	6	44	16269	16324	0.2143370736839492	1	1	GO:0031146	-	-	GO:0006508;GO:0009057	-
112	R1	e019_R1	TRUE	1.95289790906481e-5	140	10	5	0.5	0.03571428571428571	KEGG:04120	KEGG	Ubiquitin mediated proteolysis	8161	265	NA	0.04545454545454545	0.08695652173913043	2	140	8021	5	5	135	8016	8161	0.13024696411680775	1	1	-	KEGG:04120	-	GO:0006508;GO:0009057	-
112	R1	e019_R1	TRUE	6.0652882901164106e-5	308	11	6	0.5454545454545454	0.01948051948051948	REAC:R-HSA-983168	REAC	Antigen processing: Ubiquitination & Proteasome degradation	10790	148	NA	0.09090909090909093	0.13043478260869565	3	308	10482	6	5	302	10477	10790	0.09916209882313788	1	1	-	-	REAC:R-HSA-983168	GO:0006508;GO:0009057	-
113	R1	e019_R1	TRUE	1.878428154158982e-21	196	27	16	0.5925925925925926	0.08163265306122448	GO:0051403	GO:BP	stress-activated MAPK cascade	16324	14472	NA	0	0.01052631578947368	1	196	16128	16	11	180	16117	16324	0.21697150466033716	1	2	GO:0051403	-	-	GO:0050789;GO:0050896;GO:0065009	-
113	R1	e019_R1	TRUE	2.52959672704408e-21	294	22	18	0.8181818181818182	0.06122448979591836	KEGG:04010	KEGG	MAPK signaling pathway	8161	238	NA	0.01063829787234042	0.02105263157894736	2	294	7867	18	4	276	7863	8161	0.21821509567861797	1	1	-	KEGG:04010	-	GO:0050789;GO:0050896;GO:0065009	-
113	R1	e019_R1	TRUE	3.842438971708961e-9	63	20	7	0.35	0.1111111111111111	REAC:R-HSA-450294	REAC	MAP kinase activation	10790	1279	NA	0.11702127659574468	0.1263157894736842	12	63	10727	7	13	56	10714	10790	0.19466199027249784	1	1	-	-	REAC:R-HSA-450294	GO:0050789;GO:0050896;GO:0065009	-
114	R1	e019_R1	TRUE	5.975764173838931e-7	11	19	4	0.21052631578947367	0.3636363636363637	GO:0018119	GO:BP	peptidyl-cysteine S-nitrosylation	16324	5500	NA	0	0.2222222222222222	1.5	11	16313	4	15	7	16298	16324	0.27605383937561484	1	2	GO:0018119	-	-	GO:0036211	-
115	R1	e019_R1	TRUE	5.535896369035385e-36	166	28	24	0.8571428571428571	0.14457831325301204	KEGG:04630	KEGG	JAK-STAT signaling pathway	8161	326	NA	0	0.00429184549356223	1	166	7995	24	4	142	7991	8161	0.34782160050639105	1	1	-	KEGG:04630	-	GO:0050789;GO:0036211;GO:0001816;GO:0006793;GO:0002376;GO:0008283;GO:0050896;GO:0001775	-
115	R1	e019_R1	TRUE	5.4555102389694366e-33	17	29	14	0.4827586206896552	0.8235294117647058	REAC:R-HSA-6788467	REAC	IL-6-type cytokine receptor ligand interactions	10790	1086	NA	0.00862068965517241	0.01287553648068669	3	17	10773	14	15	3	10758	10790	0.6298131034890007	2	1	-	-	REAC:R-HSA-6788467	GO:0050789;GO:0036211;GO:0001816;GO:0006793;GO:0002376;GO:0008283;GO:0050896;GO:0001775	-
115	R1	e019_R1	TRUE	8.509317475056105e-24	66	29	14	0.4827586206896552	0.21212121212121213	GO:0042509	GO:BP	regulation of tyrosine phosphorylation of STAT protein	16324	10801	NA	0.02586206896551724	0.03004291845493562	7	66	16258	14	15	52	16243	16324	0.3182514267151127	2	3	GO:0042509	-	-	GO:0050789;GO:0036211;GO:0001816;GO:0006793;GO:0002376;GO:0008283;GO:0050896;GO:0001775	-
116	R1	e019_R1	TRUE	1.6929006899689335e-40	24	15	15	1	0.625	REAC:R-HSA-912694	REAC	Regulation of IFNA/IFNB signaling	10790	1879	NA	0	0.01162790697674418	1	24	10766	15	0	9	10766	10790	0.7902391778674724	1	1	-	-	REAC:R-HSA-912694	GO:0036211;GO:0006793;GO:0002376;GO:0001775;GO:0050789;GO:0050896;GO:0044419	-
116	R1	e019_R1	TRUE	3.269424825491666e-38	20	17	14	0.8235294117647058	0.7	GO:0033141	GO:BP	positive regulation of peptidyl-serine phosphorylation of STAT protein	16324	8485	NA	0.03529411764705882	0.04651162790697674	4	20	16304	14	3	6	16301	16324	0.7589871969864728	3	1	GO:0033141	-	-	GO:0036211;GO:0006793;GO:0002376;GO:0001775;GO:0050789;GO:0050896;GO:0044419	-
116	R1	e019_R1	TRUE	9.46470231789461e-27	102	16	15	0.9375	0.14705882352941177	KEGG:04620	KEGG	Toll-like receptor signaling pathway	8161	319	NA	0.2235294117647059	0.23255813953488372	20	102	8059	15	1	87	8058	8161	0.3690282493604579	1	1	-	KEGG:04620	-	GO:0036211;GO:0006793;GO:0002376;GO:0001775;GO:0050789;GO:0050896;GO:0044419	-
117	R1	e019_R1	TRUE	7.018619357472081e-18	42	19	10	0.5263157894736842	0.23809523809523808	REAC:R-HSA-5675221	REAC	Negative regulation of MAPK pathway	10790	1488	NA	0	0.00602409638554216	1	42	10748	10	9	32	10739	10790	0.3523743545122019	1	3	-	-	REAC:R-HSA-5675221	GO:0065008;GO:0050789;GO:0051258;GO:0051261	-
117	R1	e019_R1	TRUE	1.5082573343619612e-11	26	27	7	0.25925925925925924	0.2692307692307692	GO:0034315	GO:BP	regulation of Arp2/3 complex-mediated actin nucleation	16324	9018	NA	0.08484848484848485	0.10240963855421686	16	26	16298	7	20	19	16278	16324	0.2630018381555065	3	2	GO:0034315	-	-	GO:0065008;GO:0050789;GO:0051258;GO:0051261	-
118	R1	e019_R1	TRUE	4.256196665287171e-13	58	21	9	0.42857142857142855	0.15517241379310345	KEGG:05213	KEGG	Endometrial cancer	8161	457	NA	0.02857142857142857	0.03252032520325203	8	58	8103	9	12	49	8091	8161	0.25483839514562	7	1	-	KEGG:05213	-	GO:0006351;GO:0050789;GO:0044255;GO:0006793	-
118	R1	e019_R1	TRUE	1.5494485508164535e-11	10	29	6	0.20689655172413793	0.6	REAC:R-HSA-9673770	REAC	Signaling by PDGFRA extracellular domain mutants	10790	2168	NA	0.11428571428571428	0.12195121951219512	29.5	10	10780	6	23	4	10757	10790	0.35138905222430866	4	2	-	-	REAC:R-HSA-9673770	GO:0006351;GO:0050789;GO:0044255;GO:0006793	-
119	R1	e019_R1	TRUE	2.341698072060925e-17	23	22	9	0.4090909090909091	0.391304347826087	REAC:R-HSA-5620922	REAC	BBSome-mediated cargo-targeting to cilium	10790	192	NA	0	0.02702702702702703	1	23	10767	9	13	14	10754	10790	0.3988457520076687	1	1	-	-	REAC:R-HSA-5620922	GO:0022607;GO:0051641;GO:0016192;GO:0006996	-
119	R1	e019_R1	TRUE	3.660197809666401e-14	250	10	10	1	0.04	KEGG:04144	KEGG	Endocytosis	8161	275	NA	0.05555555555555555	0.08108108108108109	3	250	7911	10	0	240	7911	8161	0.1970335768369893	1	1	-	KEGG:04144	-	GO:0022607;GO:0051641;GO:0016192;GO:0006996	-
119	R1	e019_R1	TRUE	7.432011271583514e-14	329	28	14	0.5	0.0425531914893617	GO:0060271	GO:BP	cilium assembly	16324	15321	NA	0.08333333333333333	0.10810810810810811	4	329	15995	14	14	315	15981	16324	0.14153914343952778	1	3	GO:0060271	-	-	GO:0022607;GO:0051641;GO:0016192;GO:0006996	-
120	R1	e019_R1	TRUE	4.819608276582772e-35	73	37	21	0.5675675675675675	0.2876712328767123	REAC:R-HSA-606279	REAC	Deposition of new CENPA-containing nucleosomes at the centromere	10790	696	NA	0	0.02816901408450704	1.5	73	10717	21	16	52	10701	10790	0.4012998766266304	1	1	-	-	REAC:R-HSA-606279	GO:0036211;GO:0007059;GO:0051276;GO:0006281	-
120	R1	e019_R1	TRUE	1.0367733070975549e-30	53	21	16	0.7619047619047619	0.3018867924528302	KEGG:03460	KEGG	Fanconi anemia pathway	8161	237	NA	0.02857142857142857	0.04225352112676056	3	53	8108	16	5	37	8103	8161	0.4776711500249943	1	1	-	KEGG:03460	-	GO:0036211;GO:0007059;GO:0051276;GO:0006281	-
120	R1	e019_R1	TRUE	5.158103866426293e-21	39	34	12	0.35294117647058826	0.3076923076923077	GO:0036297	GO:BP	interstrand cross-link repair	16324	10071	NA	0.07142857142857142	0.08450704225352113	6	39	16285	12	22	27	16263	16324	0.32804380171045155	1	1	GO:0036297	-	-	GO:0036211;GO:0007059;GO:0051276;GO:0006281	-
121	R1	e019_R1	TRUE	4.810472510202634e-17	11	15	7	0.4666666666666667	0.6363636363636364	GO:0044571	GO:BP	[2Fe-2S] cluster assembly	16324	11743	NA	0	0.05	1	11	16313	7	8	4	16305	16324	0.5445960743880061	1	2	GO:0044571	-	-	GO:0022607;GO:0006790	-
121	R1	e019_R1	TRUE	1.2258693072527448e-12	8	9	5	0.5555555555555556	0.625	KEGG:04122	KEGG	Sulfur relay system	8161	266	NA	0.21052631578947367	0.25	5	8	8153	5	4	3	8149	8161	0.5888292051976237	1	1	-	KEGG:04122	-	GO:0022607;GO:0006790	-
122	R1	e019_R1	TRUE	2.5626993017715142e-23	15	24	10	0.4166666666666667	0.6666666666666666	GO:0007008	GO:BP	outer mitochondrial membrane organization	16324	2679	NA	0.08108108108108109	0.13157894736842105	4.5	15	16309	10	14	5	16295	16324	0.5265129308942467	4	1	GO:0007008	-	-	GO:0061024;GO:0007005;GO:0015031	-
122	R1	e019_R1	TRUE	1.5850742568133272e-21	31	21	11	0.5238095238095238	0.3548387096774194	REAC:R-HSA-8949613	REAC	Cristae formation	10790	393	NA	0.1891891891891892	0.21052631578947367	8	31	10759	11	10	20	10749	10790	0.4297950259639256	1	1	-	-	REAC:R-HSA-8949613	GO:0061024;GO:0007005;GO:0015031	-
123	R1	e019_R1	TRUE	1.0560289831040249e-19	12	8	7	0.875	0.5833333333333334	GO:0006388	GO:BP	tRNA splicing, via endonucleolytic cleavage and ligation	16324	2202	NA	0	0.1111111111111111	1	12	16312	7	1	5	16311	16324	0.714271854988081	1	1	GO:0006388	-	-	GO:0006396	-
123	R1	e019_R1	TRUE	2.866876916138203e-12	55	6	6	1	0.10909090909090909	REAC:R-HSA-6784531	REAC	tRNA processing in the nucleus	10790	2604	NA	0.25	0.3333333333333333	3	55	10735	6	0	49	10735	10790	0.3295378965301683	1	1	-	-	REAC:R-HSA-6784531	GO:0006396	-
124	R1	e019_R1	TRUE	9.094238955736522e-9	5	19	4	0.21052631578947367	0.8	GO:0048007	GO:BP	antigen processing and presentation, exogenous lipid antigen via MHC class Ib	16324	13195	NA	0.01724137931034482	0.06779661016949153	3	5	16319	4	15	1	16304	16324	0.4100957619775986	2	1	GO:0048007	-	-	GO:0002376;GO:0006811;GO:0050789	-
124	R1	e019_R1	TRUE	3.9838931285056635e-8	57	16	6	0.375	0.10526315789473684	REAC:R-HSA-917937	REAC	Iron uptake and transport	10790	1217	NA	0.10344827586206896	0.11864406779661016	7	57	10733	6	10	51	10723	10790	0.19654625217049088	1	1	-	-	REAC:R-HSA-917937	GO:0002376;GO:0006811;GO:0050789	-
125	R1	e019_R1	TRUE	1.2039039287666767e-19	51	33	12	0.3636363636363637	0.2352941176470588	GO:0001836	GO:BP	release of cytochrome c from mitochondria	16324	507	NA	0.01851851851851851	0.02752293577981651	3	51	16273	12	21	39	16252	16324	0.2907439356827317	3	2	GO:0001836	-	-	GO:0061024;GO:0065008;GO:0007005;GO:0050789;GO:0050896	-
125	R1	e019_R1	TRUE	7.844133499657472e-15	32	25	9	0.36	0.28125	KEGG:04215	KEGG	Apoptosis - multiple species	8161	286	NA	0.0925925925925926	0.10091743119266056	11	32	8129	9	16	23	8113	8161	0.3158352616283688	1	1	-	KEGG:04215	-	GO:0061024;GO:0065008;GO:0007005;GO:0050789;GO:0050896	-
125	R1	e019_R1	TRUE	1.2366990727516634e-12	9	23	6	0.2608695652173913	0.6666666666666666	REAC:R-HSA-111453	REAC	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	10790	194	NA	0.1574074074074074	0.1651376146788991	18	9	10781	6	17	3	10764	10790	0.4163128371518739	2	1	-	-	REAC:R-HSA-111453	GO:0061024;GO:0065008;GO:0007005;GO:0050789;GO:0050896	-
126	R1	e019_R1	TRUE	2.379071856680018e-21	17	30	10	0.3333333333333333	0.5882352941176471	GO:0006474	GO:BP	N-terminal protein amino acid acetylation	16324	2262	NA	0	0.04545454545454545	1	17	16307	10	20	7	16287	16324	0.4420604330600399	1	2	GO:0006474	-	-	GO:0036211;GO:0051604	-
127	R1	e019_R1	TRUE	2.2407546746596652e-20	16	21	9	0.42857142857142855	0.5625	GO:0033275	GO:BP	actin-myosin filament sliding	16324	8544	NA	0	0.01785714285714285	1	16	16308	9	12	7	16296	16324	0.49042315057428904	1	1	GO:0033275	-	-	GO:0032502;GO:0006936	-
